transaction_hash,trace_involved_amt,from_address,to_address,block_timestamp,contract_block_involved,contract_tx_count,contract_block_per_tx,contract_main_active_days,sender_block_involved,sender_tx_count,sender_block_per_tx,sender_main_active_days,contract_interact,sender_tx_count_call_contract,sender_days_call_contract,trace_amt,distinct_sender_in_contract,contract_lifetime_days,contract_lifetime_block,distinct_contract_sender_called,sender_lifetime_days,sender_lifetime_block,contract_involved_amt,max_breadth,depth,distinct_was_called_in_sample,distinct_sender_call_in_sample,gas,gas_price,receipt_cumulative_gas_used,receipt_gas_used,value,nonce,transaction_type
0xdbda6b0f5ad252a6ed1423f58f6c4e7d68910254b2779adfa6a715ee99d11772,2,0xbb150bc7f3ba780553abaefd0421482d0a9cb53a,0x67b66c99d3eb37fa76aa3ed1ff33e8e39f0b9c7a,2021-05-05 02:34:22.000000 UTC,25568,26800,0.9540298507462686,211,3000,3138,0.9560229445506692,192,418,49,27,47,4680,210,1364345,568,281,1826059,12,10.0,5.0,2,2,831117,44000000000,5603032,360008,0,3045,-1.0
0xaf3d915734b7d1ba6094019949c1eedac8455539a88c57b4c52cfc2007deb431,2,0x75c0c0591cdf9af7cb826a65ac213cff31916668,0x67b66c99d3eb37fa76aa3ed1ff33e8e39f0b9c7a,2021-05-04 02:14:21.000000 UTC,25464,26690,0.9540651929561632,210,3537,3908,0.9050665301944728,255,308,136,64,73,4665,209,1357798,289,317,2054980,15,11.0,5.0,2,2,1080769,54000000000,2431594,597052,0,3893,-1.0
0x88613a99fd89a1e800c32d2d91d87c287a59cb8ed49d7575d2c8b0a94b3627e8,2,0x9045c7a51a338db425075c53e247856b7d361dbd,0x67b66c99d3eb37fa76aa3ed1ff33e8e39f0b9c7a,2021-05-04 20:44:52.000000 UTC,25552,26784,0.9540023894862604,210,30,30,1.0,4,402,2,2,42,4675,209,1362800,10,9,58959,13,8.0,5.0,2,3,852481,47000000000,12288483,418273,0,24,-1.0
0x0c715568b2218a233467df07d5171f7a26245e50f9b4f010c5bfaa4165ff5277,12,0x09457fa22b7d56c93e7407d8a1587c2447316d55,0xf8cd76cb1bcd0c369de896acb592d92cd823ca03,2021-05-04 22:09:59.000000 UTC,196,229,0.8558951965065502,13,41,41,1.0,8,9,2,2,106,70,18,116541,14,25,164120,17,25.0,9.0,2,8,893611,53000000000,9819992,510453,0,32,-1.0
0xe6bd6cd872238896fa0574457d9b54baeae0b27c9a1c214da42178788efd82ae,2,0x003fd5f6030b8c1a4d2503339b14466b9ba6c6cf,0x0000000000007f150bd6f54c40a34d7c3d5e9f56,2021-05-07 06:56:08.000000 UTC,552186,1169733,0.4720615730256391,197,122515,127151,0.9635394137678824,158,45,116210,157,8,108,196,1270978,3,157,1017057,7,2.0,2.0,1,5,310249,48880100001,1844704,57373,0,127126,-1.0
0xf08aec150b9a32f89816f50cfbe1bd4c6d9551f983f54dba1f2ff0a8d8494576,6,0x076ed039940ae1f5de89745609c7bbc307aab886,0x0000000000007f150bd6f54c40a34d7c3d5e9f56,2021-05-02 22:48:38.000000 UTC,537354,1132389,0.4745312785624021,192,8086,8269,0.9778691498367396,152,9,7229,151,58,108,191,1242842,3,152,988921,26,8.0,4.0,2,9,533759,51400100001,7421918,231158,0,8258,-1.0
0xedd9a617fdf7736f967786df7146f5357a76c868c8fe9458b9e57b9c69a6954e,2,0x5da4d8b9086ea84f375230829a51db64a501220b,0x67b66c99d3eb37fa76aa3ed1ff33e8e39f0b9c7a,2021-05-02 08:42:43.000000 UTC,25234,26440,0.9543872919818456,208,142,153,0.9281045751633988,44,58,2,2,51,4650,207,1346559,39,246,1595599,13,8.0,5.0,2,3,960675,29700000000,8150365,459854,0,120,-1.0
0x7c2607a5dc9a0af6379034dc0d0a0534aa33e81b0c145afcc4d90e8a5fbf9c8d,2,0xdc72bd8115311209270c453d52a031773372c52f,0x67b66c99d3eb37fa76aa3ed1ff33e8e39f0b9c7a,2021-05-03 07:33:38.000000 UTC,25312,26521,0.9544134836544624,209,248,258,0.9612403100775194,21,139,94,20,52,4656,208,1352688,26,21,135156,13,10.0,5.0,2,2,1011276,32000000000,4168781,496413,0,234,-1.0
0x6482b110a752e3827ad6411deaca2d61a2d43df1593538bd0267eaa2ed2ac7e6,140,0x6352f8c749954c9df198cf72976e48994a77cce2,0x620bd1e1d1d845c8904ac03f6cd6b87706b7596b,2021-05-07 15:59:29.000000 UTC,647,784,0.8252551020408163,40,1746,1834,0.952017448200654,36,5,316,20,308,4,43,277296,19,72,465929,20,38.0,6.0,1,6,3000000,108350000000,2091078,825105,0,1830,-1.0
0xa76d53c4f8f99ad9cc00e8f0bb163596e933647159ddb73e148e046e6707be0e,15,0xcb36b1ee0af68dce5578a487ff2da81282512233,0x2f755e8980f0c2e81681d82cccd1a4bd5b4d5d46,2021-05-08 14:35:50.000000 UTC,50,91,0.5494505494505495,1,92,193,0.4766839378238341,2,86,91,1,97,1,0,236,6,1,6580,11,32.0,8.0,2,1,1000000,235000000000,7341223,362536,3364000000000000000000,179,-1.0
