transaction_hash,trace_involved_amt,from_address,to_address,block_timestamp,contract_block_involved,contract_tx_count,contract_block_per_tx,contract_main_active_days,sender_block_involved,sender_tx_count,sender_block_per_tx,sender_main_active_days,contract_interact,sender_tx_count_call_contract,sender_days_call_contract,trace_amt,distinct_sender_in_contract,contract_lifetime_days,contract_lifetime_block,distinct_contract_sender_called,sender_lifetime_days,sender_lifetime_block,contract_involved_amt,max_breadth,depth,distinct_was_called_in_sample,distinct_sender_call_in_sample,gas,gas_price,receipt_cumulative_gas_used,receipt_gas_used,value,nonce,transaction_type
0xdaa912c22d69da93711ae2eafe1808cf0a71a5afafc301e87b817ebf00d3337b,1,0x9dea480cafef5538f42720ffbd57ae55e53f3bfa,0xb8919522331c59f5c16bdfaa6a121a6e03a91f62,2022-02-21 03:31:04.000000 UTC,640,649,0.9861325115562404,146,934,970,0.9628865979381444,128,649,4,2,5,251,208,1330060,142,413,2657454,6,1,3,1,3,142578,59855872339,740350,88899,0,938,2.0
0xbb2f07cb79c5a819b4e817835af13d586584d2339ed3c3fc7e4daf08c8ee3872,1,0xedb38d9fd72e47f0f57ae1d02f2bbe3a79330f3e,0xb8919522331c59f5c16bdfaa6a121a6e03a91f62,2021-10-27 02:26:30.000000 UTC,146,148,0.9864864864864864,36,7,7,1.0,5,148,5,4,5,91,91,579739,2,5,30339,6,1,3,1,3,147274,85840402544,4881651,97133,0,5,2.0
0x4b011ac843a10886c79f2b00de8240b87b4fead6035cccb2eff34164a2bd33d4,1,0xddfabcdc4d8ffc6d5beaf154f18b778f892a0740,0xb8919522331c59f5c16bdfaa6a121a6e03a91f62,2021-10-20 14:56:24.000000 UTC,108,110,0.9818181818181818,29,666969,2572253,0.2592937008917863,177,110,1,1,2,76,84,538285,1332897,175,1126292,3,0,1,1,1,90000,187007859090,70250,28250,245635060000000000,2447409,2.0
0x4295b1d822a8724290002aa4b7d166245d152a3f0659c55e2831165fd5faa38b,1,0xca6f12a5618729f875dc002eb689f49cf257873d,0xb8919522331c59f5c16bdfaa6a121a6e03a91f62,2021-12-01 09:14:56.000000 UTC,259,262,0.9885496183206108,71,104,106,0.981132075471698,33,262,6,5,5,139,126,803210,22,227,1459110,6,1,3,1,3,142494,128962816250,1289513,93644,0,89,2.0
0x14a298a40355d45084ebf0dbdb48e8ec5e85fd8e761e2642e52190230858a85b,1,0x206de25e33e06e7796093ee27aeff3b322df89a1,0xb8919522331c59f5c16bdfaa6a121a6e03a91f62,2021-11-01 08:29:37.000000 UTC,160,162,0.9876543209876542,41,3,3,1.0,1,162,1,1,5,94,96,613165,2,0,12,6,1,3,1,3,173313,105030508025,6929278,109421,0,1,-1.0
0x081fa575a6779f06f70e4f5a9ed6a2d8598e161bda08af2ec453c224151b94be,1,0x9167e2ec8a55b5df04e67667a12f3bd7d5e2ec2a,0xb8919522331c59f5c16bdfaa6a121a6e03a91f62,2021-10-05 05:51:45.000000 UTC,65,65,1.0,15,4,4,1.0,2,65,1,1,5,47,69,440274,2,0,323,6,1,3,1,3,246130,58598234930,24788479,162007,0,1,2.0
0x023aee9952c08da3522a52f82f68db444ab9f6823bfe49d5e3a354de7acf6432,1,0x96c53dbe55a62287ea4e53360635caf1ccce467d,0xb8919522331c59f5c16bdfaa6a121a6e03a91f62,2022-02-28 08:05:36.000000 UTC,679,689,0.9854862119013064,153,419,424,0.9882075471698112,134,689,1,1,9,258,215,1376454,148,1370,8590371,8,4,3,1,4,408211,32952648490,2997402,243676,0,382,2.0
0x1942eb2250fc6fe6019a9f108cbde6f9470bfe5babdd5fc7befd31b2efb0d14a,1,0x4f850d2026c8e894c2e5b0539d7ed0c162d1c5df,0xb8919522331c59f5c16bdfaa6a121a6e03a91f62,2022-02-16 09:11:59.000000 UTC,601,610,0.9852459016393442,141,6,7,0.8571428571428571,2,610,2,2,12,227,203,1299270,3,6,35541,10,4,6,1,4,1516734,46173187322,7015942,969967,0,5,2.0
0xbddf90115f0552cc475a3e692067320f7a35f429bf05c9342e2eb71317e50b6d,1,0xae7657539fbb20e926c7b38b047c1268be6a1efe,0xb8919522331c59f5c16bdfaa6a121a6e03a91f62,2022-02-22 00:19:35.000000 UTC,646,655,0.9862595419847328,147,155,164,0.945121951219512,54,655,2,2,6,252,209,1335625,43,1563,9715945,6,2,3,1,3,289425,101984267269,2968022,185623,0,151,2.0
0x0d5f6e0fc6c5c553b6e0a840dde03c4e373b3c0a9396adeeaed963c0d47e7f59,1,0x8e08e916e53e310323e905d4e042173cbff9ba19,0xb8919522331c59f5c16bdfaa6a121a6e03a91f62,2022-03-04 13:59:37.000000 UTC,698,708,0.9858757062146892,157,820,831,0.98676293622142,223,708,2,2,2,262,219,1403892,179,552,3562684,3,0,1,1,1,65962,33220945026,6171605,54608,0,804,2.0
0xd2942487b145baa2bae9634c16073c461e172ae4ffd1603f7b26caf922863793,1,0xb823b3f0399e42e912858b71b0526e84be1a010c,0xb8919522331c59f5c16bdfaa6a121a6e03a91f62,2022-02-10 11:36:56.000000 UTC,554,562,0.98576512455516,135,6,6,1.0,2,562,2,2,6,215,197,1261124,3,134,857216,6,2,3,1,3,289407,57200000000,3881159,185611,0,3,-1.0
0x2f4bf72d77cb4bee6bf69372a203b2c85e4345765e104d028d5d5ff108e6bfea,1,0x3d93b65ae46b4190d4cabe905272988ef57cec10,0xb8919522331c59f5c16bdfaa6a121a6e03a91f62,2021-10-25 21:36:07.000000 UTC,136,138,0.9855072463768116,34,48,54,0.8888888888888888,15,138,2,1,4,89,89,572051,16,1354,8428009,5,0,3,1,2,150000,144328054998,8359668,53569,0,45,2.0
0xc5f98588f1c606a6e6ebbd203f79d33217174a9c2e0f044a07f5c63bbcf260ab,1,0xbc62d3508a7b138ed8e6ecc67aa1b21b79953666,0xb8919522331c59f5c16bdfaa6a121a6e03a91f62,2022-02-03 13:46:58.000000 UTC,482,487,0.9897330595482546,128,958,968,0.9896694214876032,239,487,9,7,12,200,190,1216386,230,472,3046069,10,4,6,1,4,855640,78679439284,2502170,559202,0,931,2.0
