transaction_hash,trace_involved_amt,from_address,to_address,block_timestamp,gas,gas_price,receipt_cumulative_gas_used,receipt_gas_used,value,nonce,transaction_type,contract_block_involved,contract_tx_count,contract_block_per_tx,contract_main_active_days,sender_block_involved,sender_tx_count,sender_block_per_tx,sender_main_active_days,contract_interact,add_feat_hash,sender_tx_count_call_contract,sender_days_call_contract,trace_amt,distinct_sender_in_contract,contract_lifetime_days,contract_lifetime_block,distinct_contract_sender_called,sender_lifetime_days,sender_lifetime_block,contract_involved_amt,max_breadth,depth,distinct_was_called_in_sample,distinct_sender_call_in_sample
0x7e58576661243933792b0f926747def240b0607674937905314a4cb1670d086d,3,0xefbf2b0fb1caf76557e9707970af51a8a46ebd87,0x881d40237659c251811cec9c364ef91dc08d300c,2023-02-03 14:39:23.000000 UTC,212979,36568759699,7052038,172788,80000000000000000,4,2,3005600,6625220,0.453660406748757,845,10,10,1.0,3,10,0x7e58576661243933792b0f926747def240b0607674937905314a4cb1670d086d,5,3,18,1601916,844,5507155,1,2,18283,10,3,6,1,1
0xee5b5214ea021f1b1734e12efb81176442684ac3f3b55f32fb0d791f7bd8bf62,2,0x743fd89f93586d93f6bb15021c08224b33a06d5c,0x0a252663dbcc0b073063d6420a40319e438cfa59,2023-02-03 12:55:11.000000 UTC,450000,21000000000,2979263,424148,0,262,2,16400,17870,0.91773922775601569,36,292,298,0.97986577181208057,70,7,0xee5b5214ea021f1b1734e12efb81176442684ac3f3b55f32fb0d791f7bd8bf62,25,10,9,4925,35,252789,34,116,830757,6,3,4,2,3
0xbe5e1f9b5d3f3b3119565c0855b0cc379125a74ab44e0a858ffa75d036715dfe,3,0x48c7d0a07611bd19ed6e19a0921e0e09ee85618a,0x0a252663dbcc0b073063d6420a40319e438cfa59,2023-02-03 12:11:35.000000 UTC,649000,21883499690,6382771,594075,0,4,2,16398,17868,0.91773002014775018,36,7,7,1.0,5,5,0xbe5e1f9b5d3f3b3119565c0855b0cc379125a74ab44e0a858ffa75d036715dfe,1,1,15,4924,35,252571,4,117,837046,7,5,4,3,4
0x6fd0da02d3117f44d4592706ab253197445faec065bfd201e92c6622aaf97792,3,0x49082c7f03fa21733a7cab47145f182e3d601242,0xc36442b4a4522e871399cd717abdd847ab11fe88,2023-02-03 16:59:59.000000 UTC,276912,34878010687,11759981,184608,0,177,2,878282,1088535,0.80684773571819,641,182,185,0.98378378378378384,64,12,0x6fd0da02d3117f44d4592706ab253197445faec065bfd201e92c6622aaf97792,38,17,15,107761,640,4179869,22,1158,7503348,5,2,3,3,5
0x322a97f608ccc77e5304094d5a88e5c3321aeca0e69e965ebd1a2786e859d73e,1,0xfff54159aca17692e6bc44fa50db0759237ba422,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,2023-02-03 20:13:11.000000 UTC,339928,38873066178,10858777,223495,50000000000000000,111,2,120292,779662,0.15428737068114132,67,119,120,0.9916666666666667,44,71,0x322a97f608ccc77e5304094d5a88e5c3321aeca0e69e965ebd1a2786e859d73e,5,4,19,173061,66,473902,34,260,1745760,8,3,4,3,4
0x193e60c63e9206c6d7cc0aeab17070c5b25b15c9e76ca511c503f680141d7465,1,0x74206491eb9776372ac8c153379140e75269f32c,0xdef1c0ded9bec7f1a1670819833240f027b25eff,2023-02-03 21:25:23.000000 UTC,232152,51806531962,5313474,200367,0,258,2,1440814,1948834,0.73932105043323337,924,329,330,0.996969696969697,141,4,0x193e60c63e9206c6d7cc0aeab17070c5b25b15c9e76ca511c503f680141d7465,1,1,20,347066,941,6135518,37,1008,6573351,9,3,6,3,5
0x2275d2647e12f8c01bf6f1be83be7d4952aa1082cef79e4fa4822ce5437d8907,3,0x3d72b838ef583cf6b29a58c67008f19d251ed85d,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,2023-02-03 13:10:35.000000 UTC,312784,26305796784,14538607,211062,0,2707,2,118205,757828,0.1559786653435872,67,2641,2770,0.95342960288808665,316,27,0x2275d2647e12f8c01bf6f1be83be7d4952aa1082cef79e4fa4822ce5437d8907,9,6,22,170306,66,471797,837,515,3375069,9,4,4,4,6
0xe7e5e5c83f4c9f3801916886841551de46eb93240131eb8effd395ade0698920,4,0xae1d19008b3f05c91ae13f80e3053799bd87cce7,0x881d40237659c251811cec9c364ef91dc08d300c,2023-02-03 21:56:23.000000 UTC,206274,29166729577,2661630,163866,30000000000000000,55,2,3007058,6628003,0.4536898972435589,845,74,74,1.0,26,30,0xe7e5e5c83f4c9f3801916886841551de46eb93240131eb8effd395ade0698920,54,25,15,1602308,844,5509332,3,26,186863,10,3,5,1,1
0x6a7d78155dba09ffc6a6657e1890d8962295b07969a984e0cbae2dfc13b5bc0b,4,0xf6a39d15ebc3ef567faa77d78f02ad0f18b851fd,0x881d40237659c251811cec9c364ef91dc08d300c,2023-02-03 11:11:23.000000 UTC,212258,23225352392,14576680,180978,36000000000000000,9,2,3004925,6623987,0.45364294948042622,845,15,15,1.0,7,6,0x6a7d78155dba09ffc6a6657e1890d8962295b07969a984e0cbae2dfc13b5bc0b,4,3,15,1601706,844,5506117,4,14,99723,10,3,5,1,1
0x8f690488370ac9548d0ac3f728eff5ac467d80e806c6779b107c4bc1506abf20,6,0x8d26cbf3fe7f7196b586d8b0fd8c928532c9304c,0x881d40237659c251811cec9c364ef91dc08d300c,2023-02-03 18:20:47.000000 UTC,277786,30369386426,2352862,178765,0,83,2,3006320,6626602,0.45367444732609563,845,93,94,0.98936170212765961,22,15,0x8f690488370ac9548d0ac3f728eff5ac467d80e806c6779b107c4bc1506abf20,14,9,22,1602107,844,5508260,8,92,657262,10,4,6,1,2
0x7ab56c647cad970a652d38ad2e02090776914e9e8071f56ab2105bfe81c3df15,4,0x1b0f7dc7ae5ddc6ca807d7c456156408203607cb,0x881d40237659c251811cec9c364ef91dc08d300c,2023-02-03 10:52:59.000000 UTC,206287,19256537964,7940683,163878,9000000000000000,10,2,3004872,6623890,0.45364159127038645,845,18,18,1.0,6,5,0x7ab56c647cad970a652d38ad2e02090776914e9e8071f56ab2105bfe81c3df15,5,3,15,1601689,844,5506027,3,23,160859,10,3,5,1,1
0x34b2bf7256a808c706fb03237154ca44762fa09b078d2505055285e84de4f162,4,0x268fdc4a128f3962727cc9744b4a0a111881e12f,0xe66b31678d6c16e9ebf358268a790b763c133750,2023-02-03 12:12:11.000000 UTC,174523,20406608449,5610423,139107,18184669740247145,13,2,1017166,1465540,0.69405543349209164,595,15,16,0.9375,13,2,0x34b2bf7256a808c706fb03237154ca44762fa09b078d2505055285e84de4f162,11,10,13,422764,595,3887391,4,450,2956858,8,3,4,1,3
0x77a2e4d31da9d79afaf1e760b62c061c1abcc590b500015675b5b9b40be54ac3,1,0x82eec4842b406e807e6676f6cd86229266f17751,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,2023-02-03 19:39:59.000000 UTC,206233,31885856735,759568,148740,0,1679,2,2416300,17160230,0.1408081360214869,416,1234,1744,0.70756880733944949,337,13,0x77a2e4d31da9d79afaf1e760b62c061c1abcc590b500015675b5b9b40be54ac3,143,80,14,1673731,415,2738155,105,1158,7507616,6,3,5,3,3
0xed57b4c8070a11b656ee6673b0cc991931e8b19e721aba8cc8b3ef92e4c586d1,6,0x099373cfdb13147da081df5de24f046ba8fdaba0,0x881d40237659c251811cec9c364ef91dc08d300c,2023-02-03 21:42:47.000000 UTC,342417,32118625189,6775716,222913,0,71,2,3007003,6627886,0.45368960781763595,845,78,84,0.9285714285714286,43,28,0xed57b4c8070a11b656ee6673b0cc991931e8b19e721aba8cc8b3ef92e4c586d1,34,27,28,1602291,844,5509264,18,392,2590085,10,5,6,1,2
0xb4056785c35136163a44743a1df4ef694d528cfc9c32fc9e20dd0aa55b45d905,1,0x0fbb81a93061ade031dee6fa039bba10301beeb5,0x1111111254eeb25477b68fb85ed929f73a960582,2023-02-03 11:48:35.000000 UTC,238443,18729447790,12651198,185364,0,255,2,298700,470583,0.6347445615332471,89,210,259,0.81081081081081086,19,4,0xb4056785c35136163a44743a1df4ef694d528cfc9c32fc9e20dd0aa55b45d905,30,8,22,58716,91,653296,8,19,136095,8,3,4,3,4
0x9d44536c4c3ec4a12fb9926ebea2708c137f02bdbad99b8f467268ce7c80fee7,4,0x41f2cbc7bb533a984e5366d9574d4e21fe1f6ee6,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,2023-02-03 18:54:11.000000 UTC,632808,26630774504,10629912,480448,0,6,2,119902,775370,0.15463843068470537,67,11,11,1.0,3,61,0x9d44536c4c3ec4a12fb9926ebea2708c137f02bdbad99b8f467268ce7c80fee7,1,1,22,172547,66,473511,4,23,168874,8,9,4,2,5
0xfc8c94a90e7962c8bcd3cbfc845bb153198b4fc07a2e622009519331536121e9,1,0xb42982fb6a63058056685e67c719e010f0ee4c30,0x06450dee7fd2fb8e39061434babcfc05599a6fb8,2023-02-03 11:10:59.000000 UTC,109146,22267547238,15657274,87317,0,1,2,537978,3110457,0.1729578643909882,119,4,4,1.0,2,582,0xfc8c94a90e7962c8bcd3cbfc845bb153198b4fc07a2e622009519331536121e9,2,2,3,1707185,118,842982,1,70,498012,3,1,1,1,1
0xf83bb35e87ec066d7470e82de053461f91c94691f8d324e5a534a10f51e051fc,1,0x02c4e2d6f5bb6401dee6277ee14e835bb2ff39b1,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,2023-02-03 12:48:11.000000 UTC,171112,23018642803,7802953,136669,0,114,0,118096,756825,0.1560413569847719,67,133,133,1.0,45,21,0xf83bb35e87ec066d7470e82de053461f91c94691f8d324e5a534a10f51e051fc,5,4,11,170145,66,471686,15,116,832743,7,3,5,2,2
0xe47415d2fc25821ef0550c886c52aa4e5bf741ff57676c29841e29c1fc3b18d3,1,0x3606d9762e26f0f3ebaa2880ed518a06efa20dba,0x06450dee7fd2fb8e39061434babcfc05599a6fb8,2023-02-03 23:52:59.000000 UTC,179990,23948221650,10819753,179990,0,26,2,538374,3110903,0.17306036221637255,119,55,56,0.9821428571428571,9,1028,0xe47415d2fc25821ef0550c886c52aa4e5bf741ff57676c29841e29c1fc3b18d3,12,6,3,1707258,118,846779,13,118,844928,3,1,1,1,1
0x109f78b8d029f81c06c2acac297567501fb4253a38ac26009b7f2496e678b33c,1,0x1d6bae82ff67786fdab1910ae321aa2c6277966c,0x06450dee7fd2fb8e39061434babcfc05599a6fb8,2023-02-03 10:30:11.000000 UTC,92034,18000000000,24912016,73628,0,1,0,537922,3109889,0.17297144689086974,119,4,4,1.0,2,14,0x109f78b8d029f81c06c2acac297567501fb4253a38ac26009b7f2496e678b33c,2,2,3,1707166,118,842780,1,90,645387,3,1,1,1,1
0x985a04d8938d5fa07947a21ae6fa202a98e9474cefefeef5002f742f3d676a0a,1,0xd9af7e71757a072eea6318c16d336d4b79cad053,0x06450dee7fd2fb8e39061434babcfc05599a6fb8,2023-02-03 10:48:11.000000 UTC,113030,16641569200,8719664,73637,0,1,2,537944,3109915,0.17297707493613171,119,4,4,1.0,3,39,0x985a04d8938d5fa07947a21ae6fa202a98e9474cefefeef5002f742f3d676a0a,2,2,3,1707174,118,842869,1,78,555015,3,1,1,1,1
0x649eec191636b6fba6cf2d0f9b169b5e00af55049d8da0e9a3efd7c69304fade,1,0x3c908edbf44e9d29f596777c7b3f4bbc8114a4f7,0x06450dee7fd2fb8e39061434babcfc05599a6fb8,2023-02-03 17:58:23.000000 UTC,55868,33659226345,9005475,46557,0,352,2,538273,3110794,0.17303395853277331,119,370,394,0.93908629441624369,96,919,0x649eec191636b6fba6cf2d0f9b169b5e00af55049d8da0e9a3efd7c69304fade,1,1,1,1707235,118,845014,117,680,4441494,2,,,1,0
0x42507ebe5647612cd218e265c52c1df5e4170e48b2d653143d6916b9fb8a0428,1,0x96da5ad5432462474bacbcd6415356bbf36d149b,0x06450dee7fd2fb8e39061434babcfc05599a6fb8,2023-02-03 14:16:35.000000 UTC,103714,36341264890,10327241,82972,0,1,2,538186,3110703,0.17301105248556356,119,3,3,1.0,2,828,0x42507ebe5647612cd218e265c52c1df5e4170e48b2d653143d6916b9fb8a0428,2,2,3,1707213,118,843907,1,101,726020,3,1,1,1,1
0xa27b203b8fcef5aca8c13c23f6c025fe5b8540650d8304be7a76cdf68aeedc1b,1,0xaae92ef4423e2fdd77a3836dcb8230db0de1475f,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,2023-02-03 16:24:11.000000 UTC,181674,39071530080,10020067,145333,0,40,2,119161,767065,0.15534667857352374,67,46,46,1.0,28,46,0xa27b203b8fcef5aca8c13c23f6c025fe5b8540650d8304be7a76cdf68aeedc1b,4,4,8,171496,66,472763,9,108,774257,6,3,4,2,2
0x19df567e3b48bf52728fb7609ad04d7ee0ce3c7cae0f61e15e4ea07d783e1c2a,1,0x998130562f8c12c6bf8dffa48a00e24fa65dec18,0x06450dee7fd2fb8e39061434babcfc05599a6fb8,2023-02-03 11:02:59.000000 UTC,52050,18577490933,10013468,29900,0,3,2,537967,3110444,0.17295505079017659,119,8,8,1.0,2,569,0x19df567e3b48bf52728fb7609ad04d7ee0ce3c7cae0f61e15e4ea07d783e1c2a,3,2,1,1707184,118,842943,2,78,559493,2,,,1,0
0x6a155729c1747bbaea2a08b714511509260d2d8f2dff969484bc75ddb33a295a,1,0xac3cde61ec17341b23fedaa0d051f96512728aea,0x06450dee7fd2fb8e39061434babcfc05599a6fb8,2023-02-03 11:39:47.000000 UTC,52068,22712892651,5616314,29912,0,9,2,538025,3110512,0.17296991620672095,119,14,14,1.0,4,637,0x6a155729c1747bbaea2a08b714511509260d2d8f2dff969484bc75ddb33a295a,7,4,1,1707198,118,843125,2,88,627190,2,,,1,0
0x31ecaf6dd765170aab1fd01fcf2267a6745849885bbbf8fd675728c53af4d4ec,3,0xfffe88587c8d65221eaaedb313f830702a5cf834,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,2023-02-03 15:49:11.000000 UTC,227486,32090146007,6484068,183534,0,79,2,118991,765556,0.1554308241330484,67,95,95,1.0,29,42,0x31ecaf6dd765170aab1fd01fcf2267a6745849885bbbf8fd675728c53af4d4ec,17,9,10,171276,66,472588,14,436,2871007,7,3,4,2,2
0x92ea1a3b2b788e426fbb48066133a5f04133b00679728598d1d0c57b28360619,3,0xa1e0a34ad57f6d2d34ae4bf4b6faf4692907786d,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,2023-02-03 23:35:35.000000 UTC,231763,22622568787,13703272,164398,0,123,2,121290,790838,0.15336895799139647,67,143,146,0.97945205479452058,42,88,0x92ea1a3b2b788e426fbb48066133a5f04133b00679728598d1d0c57b28360619,22,3,13,174426,66,474911,38,166,1169848,6,4,4,3,4
0x610d61d5e9849265771ea460b158c0a20fd48019bddb640db0da6c48d38f36d5,1,0x6a3451c676f6891eea69f39d86c30e5627b780e8,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,2023-02-03 17:36:59.000000 UTC,255184,32185151973,7348706,187966,0,194,2,2416017,17159848,0.14079477860176851,416,212,215,0.986046511627907,63,9,0x610d61d5e9849265771ea460b158c0a20fd48019bddb640db0da6c48d38f36d5,87,56,14,1673706,415,2737544,50,315,2096886,7,3,4,4,5
0xab81a09b3b9ef74f09d91e04b4b0e77ea1824f470fd40607ec317b685bbb47d4,1,0xc5791324ad66f5a3349f6ce581d5d7f9d4cda63e,0x06450dee7fd2fb8e39061434babcfc05599a6fb8,2023-02-03 16:19:35.000000 UTC,103714,39505007587,19315819,82972,0,19,2,538241,3110762,0.17302545164175209,119,21,21,1.0,12,887,0xab81a09b3b9ef74f09d91e04b4b0e77ea1824f470fd40607ec317b685bbb47d4,2,2,3,1707225,118,844521,7,732,4777526,3,1,1,1,1
0x3d1c0bb6a915cfa84ad206b100587c64d5f71530305b7101992f28ff15a819c6,1,0xff0d9cd1b486c3a5056e917fc3e7a067f11744c2,0x06450dee7fd2fb8e39061434babcfc05599a6fb8,2023-02-03 10:53:59.000000 UTC,92046,19036150149,11309392,73637,0,2,2,537953,3110000,0.17297524115755628,119,5,5,1.0,2,124,0x3d1c0bb6a915cfa84ad206b100587c64d5f71530305b7101992f28ff15a819c6,2,2,3,1707178,118,842898,2,105,753695,3,1,1,1,1
0x58625d41ef5dc2ab46f7905eaea5fa4fda55420a843464c0f6275ecc5e29e2fb,1,0x69aa56c56b4a5476809e85334852d7c634402e9d,0x06450dee7fd2fb8e39061434babcfc05599a6fb8,2023-02-03 11:48:11.000000 UTC,103714,19075412879,9918792,82972,0,7,2,538047,3110544,0.17297520948104256,119,12,13,0.92307692307692313,4,669,0x58625d41ef5dc2ab46f7905eaea5fa4fda55420a843464c0f6275ecc5e29e2fb,6,4,3,1707199,118,843167,2,88,627133,3,1,1,1,1
0xec32ceccccbf4ad4569461bb882b84266038c99739e5ee914ce4059c39cff58a,1,0x621a70256e58d672f857c04586c38467a5936027,0x06450dee7fd2fb8e39061434babcfc05599a6fb8,2023-02-03 11:55:35.000000 UTC,103714,23000000000,10472040,82972,0,1,0,538060,3110561,0.17297844343833796,119,4,4,1.0,2,686,0xec32ceccccbf4ad4569461bb882b84266038c99739e5ee914ce4059c39cff58a,2,2,3,1707202,118,843204,1,82,589221,3,1,1,1,1
0xe8409efd4cf1b2ee51b138a4126701d341e567772f3b95e38c5882599a4f1ba9,1,0x8fc3cb0a7d9608992740236d3c052f004c9eec59,0x06450dee7fd2fb8e39061434babcfc05599a6fb8,2023-02-03 23:56:11.000000 UTC,179990,19966043891,24200925,179990,0,7,2,538376,3110906,0.173060838225263,119,14,14,1.0,5,1031,0xe8409efd4cf1b2ee51b138a4126701d341e567772f3b95e38c5882599a4f1ba9,5,3,3,1707258,118,846795,4,113,811732,3,1,1,1,1
0x6de33eca7731779760a94e4f91315835df255e6f8a8add89ffdb2306e6a79c25,1,0x8c24595139b3a3392c0fe3323ee73d8c53e6a029,0x06450dee7fd2fb8e39061434babcfc05599a6fb8,2023-02-03 10:57:59.000000 UTC,179990,18142528279,8636165,179990,0,260,2,537959,3110433,0.17295309045396573,119,284,291,0.97594501718213056,102,558,0x6de33eca7731779760a94e4f91315835df255e6f8a8add89ffdb2306e6a79c25,1,1,3,1707182,118,842918,56,728,4748484,3,1,1,1,1
0xac993ad8e723b18197b0fa91b374f96c6e9da31d6725e58a93226ebca477bace,1,0xfa1f2f051221a255157d519d759b3d6c74fc06e5,0x06450dee7fd2fb8e39061434babcfc05599a6fb8,2023-02-03 11:21:47.000000 UTC,103714,18756196826,27744229,82972,0,1,2,537992,3110474,0.17296142002794429,119,3,3,1.0,2,599,0xac993ad8e723b18197b0fa91b374f96c6e9da31d6725e58a93226ebca477bace,2,2,3,1707187,118,843035,1,63,454285,3,1,1,1,1
0x7a973bcaf26cc021f31962432e7bf402d387606b8a8da040a8a396ee73401e43,1,0xdb48f3d4e441f4cf3ada91680730ed6de468b487,0x06450dee7fd2fb8e39061434babcfc05599a6fb8,2023-02-03 12:06:23.000000 UTC,103714,21299939691,19268733,82972,0,7,2,538087,3110593,0.17298534395210174,119,12,12,1.0,4,718,0x7a973bcaf26cc021f31962432e7bf402d387606b8a8da040a8a396ee73401e43,5,4,3,1707203,118,843258,3,88,627102,3,1,1,1,1
0x58b434c9f6cccebba9a3c3563ceb9ff7db54ff229e52a55b34758d043d4c859d,1,0xc1deabf05b3d3bb202ac861a16944f51389d38db,0x06450dee7fd2fb8e39061434babcfc05599a6fb8,2023-02-03 10:59:23.000000 UTC,92034,16880597717,16315086,73628,0,1,2,537961,3110438,0.17295345542974977,119,3,3,1.0,3,563,0x58b434c9f6cccebba9a3c3563ceb9ff7db54ff229e52a55b34758d043d4c859d,2,2,3,1707182,118,842925,1,65,467708,3,1,1,1,1
0x2f0139b288388c06d5a0bf2cb74b5fc355801fe8f0c1dc74fa9d91c72f9fa4ab,1,0x47ebae94fcbd445aae8c0cbd3e9ea2379bbac7fc,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,2023-02-03 19:23:47.000000 UTC,197302,32436795446,8777300,129502,100000000000000000,293,2,120048,777038,0.15449437479248118,67,322,329,0.97872340425531912,117,64,0x2f0139b288388c06d5a0bf2cb74b5fc355801fe8f0c1dc74fa9d91c72f9fa4ab,3,2,9,172740,66,473657,108,1334,8616385,5,3,3,2,2
0x5b3fde5ec00df6b8fe073ab81402b85ac1a5a4093b79612c4401e4871044f854,1,0xd07d22f4ab88bc3cc80c906ae83c5c482eba881d,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,2023-02-03 16:35:47.000000 UTC,226812,39097531005,7247256,146343,24995868704757173,576,2,119219,767645,0.1553048609708915,67,846,847,0.99881936245572611,148,51,0x5b3fde5ec00df6b8fe073ab81402b85ac1a5a4093b79612c4401e4871044f854,20,9,13,171552,66,472821,35,551,3609144,5,5,3,3,3
